repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5714765100671141,0.6301551231151091,0.7174001778029686,0.5454099939090564,0.7174001778029686,"[np.float64(0.7287317620650954), np.float64(0.7006678809957498), np.float64(0.72675), np.float64(0.6931666666666667), np.float64(0.6824167601945379), np.float64(0.7380645161290322), np.float64(0.6924412393162394), np.float64(0.7191666666666667), np.float64(0.7355681735458979), np.float64(0.7570281124497992)]"
10,0.6006711409395973,0.6310624374848939,0.7234824341773003,0.5669789786393394,0.7234824341773003,"[np.float64(0.7434717545828656), np.float64(0.6984669095324834), np.float64(0.7323333333333333), np.float64(0.7151666666666667), np.float64(0.6765806210250656), np.float64(0.736209677419355), np.float64(0.7145432692307692), np.float64(0.72275), np.float64(0.7283977578801777), np.float64(0.7669043521022867)]"
10,0.5714765100671141,0.6301551231151091,0.7174001778029686,0.5454099939090564,0.7174001778029686,"[np.float64(0.7287317620650954), np.float64(0.7006678809957498), np.float64(0.72675), np.float64(0.6931666666666667), np.float64(0.6824167601945379), np.float64(0.7380645161290322), np.float64(0.6924412393162394), np.float64(0.7191666666666667), np.float64(0.7355681735458979), np.float64(0.7570281124497992)]"
10,0.5955257270693513,0.6318361897755833,0.7150353437982709,0.5661099936327048,0.7150353437982709,"[np.float64(0.7202538169168331), np.float64(0.7286480469540579), np.float64(0.7148513197460742), np.float64(0.7016862447896931), np.float64(0.6907713498622591), np.float64(0.7208064516129031), np.float64(0.6808359954192031), np.float64(0.7177696822505566), np.float64(0.7216227533337628), np.float64(0.7531077770973666)]"
10,0.18747203579418345,0.2930957473441402,0.5009567906050981,0.15873162425507456,0.5009567906050981,"[np.float64(0.5), np.float64(0.5027322404371585), np.float64(0.5), np.float64(0.5), np.float64(0.5013774104683195), np.float64(0.5026881720430108), np.float64(0.5), np.float64(0.5), np.float64(0.502770083102493), np.float64(0.5)]"
10,0.18747203579418345,0.2930957473441402,0.5009567906050981,0.15873162425507456,0.5009567906050981,"[np.float64(0.5), np.float64(0.5027322404371585), np.float64(0.5), np.float64(0.5), np.float64(0.5013774104683195), np.float64(0.5026881720430108), np.float64(0.5), np.float64(0.5), np.float64(0.502770083102493), np.float64(0.5)]"
10,0.18747203579418345,0.2930957473441402,0.5009567906050981,0.15873162425507456,0.5009567906050981,"[np.float64(0.5), np.float64(0.5027322404371585), np.float64(0.5), np.float64(0.5), np.float64(0.5013774104683195), np.float64(0.5026881720430108), np.float64(0.5), np.float64(0.5), np.float64(0.502770083102493), np.float64(0.5)]"
10,0.18747203579418345,0.2930957473441402,0.5009567906050981,0.15873162425507456,0.5009567906050981,"[np.float64(0.5), np.float64(0.5027322404371585), np.float64(0.5), np.float64(0.5), np.float64(0.5013774104683195), np.float64(0.5026881720430108), np.float64(0.5), np.float64(0.5), np.float64(0.502770083102493), np.float64(0.5)]"
10,0.8756152125279641,0.8330335328629109,0.7190996200400311,0.7542219321317039,0.7190996200400311,"[np.float64(0.7156638536365393), np.float64(0.710635498886865), np.float64(0.7463748747076512), np.float64(0.7372489579386131), np.float64(0.6762593467138923), np.float64(0.7505376344086021), np.float64(0.6705894762220481), np.float64(0.7332523780611212), np.float64(0.7594053984410231), np.float64(0.691028781383956)]"
10,0.5955257270693513,0.6318361897755833,0.7150353437982709,0.5661099936327048,0.7150353437982709,"[np.float64(0.7202538169168331), np.float64(0.7286480469540579), np.float64(0.7148513197460742), np.float64(0.7016862447896931), np.float64(0.6907713498622591), np.float64(0.7208064516129031), np.float64(0.6808359954192031), np.float64(0.7177696822505566), np.float64(0.7216227533337628), np.float64(0.7531077770973666)]"
10,0.8798657718120806,0.8343669047178365,0.7370288097323148,0.7692689445056329,0.7370288097323145,"[np.float64(0.7358757972041488), np.float64(0.7504553734061932), np.float64(0.7450050116939525), np.float64(0.7443918150814702), np.float64(0.7435556867375049), np.float64(0.7597849462365592), np.float64(0.665270327285878), np.float64(0.7209066990487755), np.float64(0.7854312954970045), np.float64(0.7196111451316596)]"
10,0.8782997762863536,0.8400586397506207,0.7252561995302361,0.7603556705381942,0.7252561995302362,"[np.float64(0.7649455646460093), np.float64(0.7133677393240235), np.float64(0.7484964918142333), np.float64(0.7650056839712013), np.float64(0.700068870523416), np.float64(0.7598387096774195), np.float64(0.6624374660960762), np.float64(0.7222728192673548), np.float64(0.7303356309991625), np.float64(0.6857930189834661)]"
10,0.865771812080537,0.8131878090473907,0.6976784560147871,0.7310650892797618,0.6976784560147871,"[np.float64(0.7272917606132835), np.float64(0.689384739931188), np.float64(0.682041430003341), np.float64(0.7007199696854869), np.float64(0.6584022038567493), np.float64(0.7291397849462367), np.float64(0.665270327285878), np.float64(0.702388180530257), np.float64(0.7405784964246602), np.float64(0.68156766687079)]"
10,0.5615212527964207,0.63300331695285,0.7096514258453032,0.5409607529623915,0.7096514258453032,"[np.float64(0.7183050956644977), np.float64(0.7376543209876543), np.float64(0.697527564316739), np.float64(0.6826070481242894), np.float64(0.6980027548209367), np.float64(0.7166129032258065), np.float64(0.7028660116930865), np.float64(0.6966201173851447), np.float64(0.718562777813567), np.float64(0.7277556644213105)]"
10,0.5615212527964207,0.63300331695285,0.7096514258453032,0.5409607529623915,0.7096514258453032,"[np.float64(0.7183050956644977), np.float64(0.7376543209876543), np.float64(0.697527564316739), np.float64(0.6826070481242894), np.float64(0.6980027548209367), np.float64(0.7166129032258065), np.float64(0.7028660116930865), np.float64(0.6966201173851447), np.float64(0.718562777813567), np.float64(0.7277556644213105)]"
10,0.5615212527964207,0.63300331695285,0.7096514258453032,0.5409607529623915,0.7096514258453032,"[np.float64(0.7183050956644977), np.float64(0.7376543209876543), np.float64(0.697527564316739), np.float64(0.6826070481242894), np.float64(0.6980027548209367), np.float64(0.7166129032258065), np.float64(0.7028660116930865), np.float64(0.6966201173851447), np.float64(0.718562777813567), np.float64(0.7277556644213105)]"
15,0.5621178225205072,0.6340490031569708,0.7077168482653459,0.5427236902010378,0.7077168482653459,"[np.float64(0.7183050956644977), np.float64(0.7376543209876543), np.float64(0.697527564316739), np.float64(0.6826070481242894), np.float64(0.6980027548209367), np.float64(0.7166129032258065), np.float64(0.7028660116930865), np.float64(0.6966201173851447), np.float64(0.718562777813567), np.float64(0.7277556644213105), np.float64(0.7042824422879874), np.float64(0.6935120753172329), np.float64(0.7040110226576852), np.float64(0.7028664106977359), np.float64(0.7145665145665145)]"
15,0.5621178225205072,0.6340490031569708,0.7077168482653459,0.5427236902010378,0.7077168482653459,"[np.float64(0.7183050956644977), np.float64(0.7376543209876543), np.float64(0.697527564316739), np.float64(0.6826070481242894), np.float64(0.6980027548209367), np.float64(0.7166129032258065), np.float64(0.7028660116930865), np.float64(0.6966201173851447), np.float64(0.718562777813567), np.float64(0.7277556644213105), np.float64(0.7042824422879874), np.float64(0.6935120753172329), np.float64(0.7040110226576852), np.float64(0.7028664106977359), np.float64(0.7145665145665145)]"
20,0.5629753914988813,0.6342274799284675,0.7073178415284852,0.5436478229327989,0.7073178415284852,"[np.float64(0.7183050956644977), np.float64(0.7376543209876543), np.float64(0.697527564316739), np.float64(0.6826070481242894), np.float64(0.6980027548209367), np.float64(0.7166129032258065), np.float64(0.7028660116930865), np.float64(0.6966201173851447), np.float64(0.718562777813567), np.float64(0.7277556644213105), np.float64(0.7042824422879874), np.float64(0.6935120753172329), np.float64(0.7040110226576852), np.float64(0.7028664106977359), np.float64(0.7145665145665145), np.float64(0.6960464674601166), np.float64(0.6976612094888072), np.float64(0.6894957983193277), np.float64(0.7066610835534368), np.float64(0.7407395477678285)]"
